,show,season,episode_number,title,airdate,rating,total_votes
0,breaking_bad,1,1,Pilot,20 Jan. 2008,9.0,"(37,076)"
1,breaking_bad,1,2,Cat's in the Bag...,27 Jan. 2008,8.6,"(27,045)"
2,breaking_bad,1,3,...And the Bag's in the River,10 Feb. 2008,8.7,"(26,187)"
3,breaking_bad,1,4,Cancer Man,17 Feb. 2008,8.2,"(25,250)"
4,breaking_bad,1,5,Gray Matter,24 Feb. 2008,8.3,"(24,798)"
5,breaking_bad,1,6,Crazy Handful of Nothin',2 Mar. 2008,9.3,"(29,137)"
6,breaking_bad,1,7,A No-Rough-Stuff-Type Deal,9 Mar. 2008,8.8,"(25,263)"
7,breaking_bad,2,1,Seven Thirty-Seven,8 Mar. 2009,8.6,"(22,915)"
8,breaking_bad,2,2,Grilled,15 Mar. 2009,9.3,"(26,364)"
9,breaking_bad,2,3,Bit by a Dead Bee,22 Mar. 2009,8.3,"(22,068)"
10,breaking_bad,2,4,Down,29 Mar. 2009,8.2,"(22,197)"
11,breaking_bad,2,5,Breakage,5 Apr. 2009,8.3,"(21,577)"
12,breaking_bad,2,6,Peekaboo,12 Apr. 2009,8.8,"(23,696)"
13,breaking_bad,2,7,Negro y Azul,19 Apr. 2009,8.6,"(21,674)"
14,breaking_bad,2,8,Better Call Saul,26 Apr. 2009,9.2,"(25,873)"
15,breaking_bad,2,9,4 Days Out,3 May 2009,9.1,"(24,716)"
16,breaking_bad,2,10,Over,10 May 2009,8.5,"(21,194)"
17,breaking_bad,2,11,Mandala,17 May 2009,8.9,"(21,862)"
18,breaking_bad,2,12,Phoenix,24 May 2009,9.3,"(24,550)"
19,breaking_bad,2,13,ABQ,31 May 2009,9.2,"(24,271)"
20,breaking_bad,3,1,No Más,21 Mar. 2010,8.5,"(20,975)"
21,breaking_bad,3,2,Caballo sin Nombre,28 Mar. 2010,8.6,"(20,467)"
22,breaking_bad,3,3,I.F.T.,4 Apr. 2010,8.4,"(20,353)"
23,breaking_bad,3,4,Green Light,11 Apr. 2010,8.2,"(20,544)"
24,breaking_bad,3,5,Más,18 Apr. 2010,8.6,"(19,911)"
25,breaking_bad,3,6,Sunset,25 Apr. 2010,9.3,"(23,395)"
26,breaking_bad,3,7,One Minute,2 May 2010,9.6,"(28,696)"
27,breaking_bad,3,8,I See You,9 May 2010,8.7,"(20,465)"
28,breaking_bad,3,9,Kafkaesque,16 May 2010,8.4,"(20,200)"
29,breaking_bad,3,10,Fly,23 May 2010,7.8,"(35,693)"
30,breaking_bad,3,11,Abiquiu,30 May 2010,8.4,"(20,075)"
31,breaking_bad,3,12,Half Measures,6 Jun. 2010,9.5,"(27,899)"
32,breaking_bad,3,13,Full Measure,13 Jun. 2010,9.6,"(31,278)"
33,breaking_bad,4,1,Box Cutter,17 Jul. 2011,9.2,"(24,965)"
34,breaking_bad,4,2,Thirty-Eight Snub,24 Jul. 2011,8.2,"(20,727)"
35,breaking_bad,4,3,Open House,31 Jul. 2011,8.0,"(21,004)"
36,breaking_bad,4,4,Bullet Points,7 Aug. 2011,8.6,"(19,900)"
37,breaking_bad,4,5,Shotgun,14 Aug. 2011,8.6,"(19,948)"
38,breaking_bad,4,6,Cornered,21 Aug. 2011,8.4,"(20,178)"
39,breaking_bad,4,7,Problem Dog,28 Aug. 2011,8.8,"(20,844)"
40,breaking_bad,4,8,Hermanos,4 Sep. 2011,9.2,"(23,455)"
41,breaking_bad,4,9,Bug,11 Sep. 2011,8.8,"(21,117)"
42,breaking_bad,4,10,Salud,18 Sep. 2011,9.6,"(29,607)"
43,breaking_bad,4,11,Crawl Space,25 Sep. 2011,9.7,"(34,425)"
44,breaking_bad,4,12,End Times,2 Oct. 2011,9.5,"(26,629)"
45,breaking_bad,4,13,Face Off,9 Oct. 2011,9.9,"(64,651)"
46,breaking_bad,5,1,Live Free or Die,15 Jul. 2012,9.2,"(28,265)"
47,breaking_bad,5,2,Madrigal,22 Jul. 2012,8.8,"(24,511)"
48,breaking_bad,5,3,Hazard Pay,29 Jul. 2012,8.8,"(23,936)"
49,breaking_bad,5,4,Fifty-One,5 Aug. 2012,8.8,"(24,118)"
50,breaking_bad,5,5,Dead Freight,12 Aug. 2012,9.7,"(35,025)"
51,breaking_bad,5,6,Buyout,19 Aug. 2012,9.0,"(24,550)"
52,breaking_bad,5,7,Say My Name,26 Aug. 2012,9.5,"(31,605)"
53,breaking_bad,5,8,Gliding Over All,2 Sep. 2012,9.6,"(31,466)"
54,breaking_bad,5,9,Blood Money,11 Aug. 2013,9.4,"(30,111)"
55,breaking_bad,5,10,Buried,18 Aug. 2013,9.2,"(26,831)"
56,breaking_bad,5,11,Confessions,25 Aug. 2013,9.6,"(32,299)"
57,breaking_bad,5,12,Rabid Dog,1 Sep. 2013,9.1,"(28,034)"
58,breaking_bad,5,13,To'hajiilee,8 Sep. 2013,9.8,"(47,470)"
59,breaking_bad,5,14,Ozymandias,15 Sep. 2013,10.0,"(186,614)"
60,breaking_bad,5,15,Granite State,22 Sep. 2013,9.7,"(46,688)"
61,breaking_bad,5,16,Felina,29 Sep. 2013,9.9,"(123,025)"
62,game_of_thrones,1,1,Winter Is Coming,8 Sep. 2011,8.9,"(50,073)"
63,game_of_thrones,1,2,The Kingsroad,15 Sep. 2011,8.6,"(37,887)"
64,game_of_thrones,1,3,Lord Snow,1 May 2011,8.5,"(35,846)"
65,game_of_thrones,1,4,"Cripples, Bastards, and Broken Things",8 May 2011,8.6,"(34,101)"
66,game_of_thrones,1,5,The Wolf and the Lion,15 May 2011,9.0,"(35,451)"
67,game_of_thrones,1,6,A Golden Crown,22 May 2011,9.1,"(35,057)"
68,game_of_thrones,1,7,You Win or You Die,29 May 2011,9.1,"(35,555)"
69,game_of_thrones,1,8,The Pointy End,5 Jun. 2011,8.9,"(33,280)"
70,game_of_thrones,1,9,Baelor,12 Jun. 2011,9.6,"(46,457)"
71,game_of_thrones,1,10,Fire and Blood,19 Jun. 2011,9.4,"(40,862)"
72,game_of_thrones,2,1,The North Remembers,1 Apr. 2012,8.6,"(31,786)"
73,game_of_thrones,2,2,The Night Lands,8 Apr. 2012,8.4,"(30,093)"
74,game_of_thrones,2,3,What Is Dead May Never Die,15 Apr. 2012,8.7,"(29,751)"
75,game_of_thrones,2,4,Garden of Bones,22 Apr. 2012,8.6,"(28,868)"
76,game_of_thrones,2,5,The Ghost of Harrenhal,29 Apr. 2012,8.6,"(29,007)"
77,game_of_thrones,2,6,The Old Gods and the New,6 May 2012,8.9,"(30,241)"
78,game_of_thrones,2,7,A Man Without Honor,13 May 2012,8.8,"(29,450)"
79,game_of_thrones,2,8,The Prince of Winterfell,20 May 2012,8.6,"(29,106)"
80,game_of_thrones,2,9,Blackwater,27 May 2012,9.6,"(49,903)"
81,game_of_thrones,2,10,Valar Morghulis,3 Jun. 2012,9.3,"(35,479)"
82,game_of_thrones,3,1,Valar Dohaeris,31 Mar. 2013,8.6,"(31,203)"
83,game_of_thrones,3,2,"Dark Wings, Dark Words",7 Apr. 2013,8.5,"(28,670)"
84,game_of_thrones,3,3,Walk of Punishment,14 Apr. 2013,8.7,"(28,979)"
85,game_of_thrones,3,4,And Now His Watch Is Ended,21 Apr. 2013,9.5,"(39,055)"
86,game_of_thrones,3,5,Kissed by Fire,28 Apr. 2013,8.9,"(29,749)"
87,game_of_thrones,3,6,The Climb,5 May 2013,8.7,"(29,379)"
88,game_of_thrones,3,7,The Bear and the Maiden Fair,12 May 2013,8.6,"(28,509)"
89,game_of_thrones,3,8,Second Sons,19 May 2013,8.9,"(29,211)"
90,game_of_thrones,3,9,The Rains of Castamere,2 Jun. 2013,9.9,"(108,448)"
91,game_of_thrones,3,10,Mhysa,9 Jun. 2013,9.0,"(32,728)"
92,game_of_thrones,4,1,Two Swords,6 Apr. 2014,9.0,"(35,982)"
93,game_of_thrones,4,2,The Lion and the Rose,13 Apr. 2014,9.7,"(55,959)"
94,game_of_thrones,4,3,Breaker of Chains,20 Apr. 2014,8.7,"(31,024)"
95,game_of_thrones,4,4,Oathkeeper,27 Apr. 2014,8.7,"(29,881)"
96,game_of_thrones,4,5,First of His Name,4 May 2014,8.6,"(29,112)"
97,game_of_thrones,4,6,The Laws of Gods and Men,11 May 2014,9.7,"(53,673)"
98,game_of_thrones,4,7,Mockingbird,18 May 2014,9.0,"(32,101)"
99,game_of_thrones,4,8,The Mountain and the Viper,1 Jun. 2014,9.7,"(55,819)"
100,game_of_thrones,4,9,The Watchers on the Wall,8 Jun. 2014,9.6,"(48,514)"
101,game_of_thrones,4,10,The Children,15 Jun. 2014,9.6,"(47,724)"
102,game_of_thrones,5,1,The Wars to Come,12 Apr. 2015,8.3,"(31,549)"
103,game_of_thrones,5,2,The House of Black and White,19 Apr. 2015,8.3,"(28,425)"
104,game_of_thrones,5,3,High Sparrow,26 Apr. 2015,8.4,"(27,600)"
105,game_of_thrones,5,4,Sons of the Harpy,3 May 2015,8.5,"(28,286)"
106,game_of_thrones,5,5,Kill the Boy,10 May 2015,8.5,"(28,476)"
107,game_of_thrones,5,6,"Unbowed, Unbent, Unbroken",17 May 2015,7.9,"(31,858)"
108,game_of_thrones,5,7,The Gift,24 May 2015,8.8,"(30,793)"
109,game_of_thrones,5,8,Hardhome,31 May 2015,9.8,"(102,648)"
110,game_of_thrones,5,9,The Dance of Dragons,7 Jun. 2015,9.4,"(45,192)"
111,game_of_thrones,5,10,Mother's Mercy,14 Jun. 2015,9.1,"(43,955)"
112,game_of_thrones,6,1,The Red Woman,24 Apr. 2016,8.4,"(41,108)"
113,game_of_thrones,6,2,Home,1 May 2016,9.3,"(48,029)"
114,game_of_thrones,6,3,Oathbreaker,8 May 2016,8.6,"(35,326)"
115,game_of_thrones,6,4,Book of the Stranger,15 May 2016,9.0,"(37,888)"
116,game_of_thrones,6,5,The Door,22 May 2016,9.7,"(73,230)"
117,game_of_thrones,6,6,Blood of My Blood,29 May 2016,8.3,"(34,953)"
118,game_of_thrones,6,7,The Broken Man,5 Jun. 2016,8.5,"(34,122)"
119,game_of_thrones,6,8,No One,12 Jun. 2016,8.3,"(38,302)"
120,game_of_thrones,6,9,Battle of the Bastards,19 Jun. 2016,9.9,"(213,007)"
121,game_of_thrones,6,10,The Winds of Winter,26 Jun. 2016,9.9,"(151,031)"
122,game_of_thrones,7,1,Dragonstone,16 Jul. 2017,8.5,"(52,014)"
123,game_of_thrones,7,2,Stormborn,23 Jul. 2017,8.8,"(45,468)"
124,game_of_thrones,7,3,The Queen's Justice,30 Jul. 2017,9.1,"(47,686)"
125,game_of_thrones,7,4,The Spoils of War,6 Aug. 2017,9.7,"(89,833)"
126,game_of_thrones,7,5,Eastwatch,13 Aug. 2017,8.7,"(45,210)"
127,game_of_thrones,7,6,Beyond the Wall,20 Aug. 2017,9.0,"(65,539)"
128,game_of_thrones,7,7,The Dragon and the Wolf,27 Aug. 2017,9.4,"(65,448)"
129,game_of_thrones,8,1,Winterfell,14 Apr. 2019,7.6,"(133,628)"
130,game_of_thrones,8,2,A Knight of the Seven Kingdoms,21 Apr. 2019,7.9,"(132,170)"
131,game_of_thrones,8,3,The Long Night,28 Apr. 2019,7.5,"(217,971)"
132,game_of_thrones,8,4,The Last of the Starks,5 May 2019,5.5,"(166,453)"
133,game_of_thrones,8,5,The Bells,12 May 2019,6.0,"(194,130)"
134,game_of_thrones,8,6,The Iron Throne,19 May 2019,4.0,"(251,387)"
135,friends,1,1,The One Where Monica Gets a Roommate,22 Sep. 1994,8.1,"(9,153)"
136,friends,1,2,The One with the Sonogram at the End,29 Sep. 1994,7.9,"(7,068)"
137,friends,1,3,The One with the Thumb,6 Oct. 1994,8.0,"(6,659)"
138,friends,1,4,The One with George Stephanopoulos,13 Oct. 1994,7.9,"(6,470)"
139,friends,1,5,The One with the East German Laundry Detergent,20 Oct. 1994,8.3,"(6,459)"
140,friends,1,6,The One with the Butt,27 Oct. 1994,8.0,"(6,145)"
141,friends,1,7,The One with the Blackout,3 Nov. 1994,8.9,"(7,779)"
142,friends,1,8,The One Where Nana Dies Twice,10 Nov. 1994,8.0,"(6,014)"
143,friends,1,9,The One Where Underdog Gets Away,17 Nov. 1994,8.1,"(5,841)"
144,friends,1,10,The One with the Monkey,15 Dec. 1994,7.9,"(5,855)"
145,friends,1,11,The One with Mrs. Bing,5 Jan. 1995,8.1,"(5,780)"
146,friends,1,12,The One with the Dozen Lasagnas,12 Jan. 1995,8.0,"(5,671)"
147,friends,1,13,The One with the Boobies,19 Jan. 1995,8.5,"(6,048)"
148,friends,1,14,The One with the Candy Hearts,9 Feb. 1995,8.1,"(5,569)"
149,friends,1,15,The One with the Stoned Guy,16 Feb. 1995,8.1,"(5,623)"
150,friends,1,16,The One with Two Parts: Part 1,23 Feb. 1995,8.0,"(5,542)"
151,friends,1,17,The One with Two Parts: Part 2,23 Feb. 1995,8.3,"(5,646)"
152,friends,1,18,The One with All the Poker,2 Mar. 1995,8.7,"(6,242)"
153,friends,1,19,The One Where the Monkey Gets Away,9 Mar. 1995,8.0,"(5,409)"
154,friends,1,20,The One with the Evil Orthodontist,6 Apr. 1995,7.7,"(5,396)"
155,friends,1,21,The One with the Fake Monica,27 Apr. 1995,7.7,"(5,435)"
156,friends,1,22,The One with the Ick Factor,4 May 1995,8.1,"(5,392)"
157,friends,1,23,The One with the Birth,11 May 1995,8.6,"(5,702)"
158,friends,1,24,The One Where Rachel Finds Out,18 May 1995,8.8,"(6,070)"
159,friends,2,1,The One with Ross's New Girlfriend,21 Sep. 1995,8.4,"(5,543)"
160,friends,2,2,The One with the Breast Milk,28 Sep. 1995,8.0,"(5,300)"
161,friends,2,3,The One Where Heckles Dies,5 Oct. 1995,8.2,"(5,305)"
162,friends,2,4,The One with Phoebe's Husband,12 Oct. 1995,7.8,"(5,134)"
163,friends,2,5,The One with Five Steaks and an Eggplant,19 Oct. 1995,8.1,"(5,156)"
164,friends,2,6,The One with the Baby on the Bus,2 Nov. 1995,8.5,"(5,523)"
165,friends,2,7,The One Where Ross Finds Out,9 Nov. 1995,8.9,"(6,302)"
166,friends,2,8,The One with the List,16 Nov. 1995,8.4,"(5,209)"
167,friends,2,9,The One with Phoebe's Dad,14 Dec. 1995,7.8,"(4,977)"
168,friends,2,10,The One with Russ,4 Jan. 1996,7.9,"(5,242)"
169,friends,2,11,The One with the Lesbian Wedding,18 Jan. 1996,8.0,"(5,130)"
170,friends,2,12,The One After the Superbowl: Part 1,28 Jan. 1996,8.5,"(5,376)"
171,friends,2,13,The One After the Superbowl: Part 2,28 Jan. 1996,8.7,"(5,560)"
172,friends,2,14,The One with the Prom Video,1 Feb. 1996,9.3,"(8,010)"
173,friends,2,15,The One Where Ross and Rachel... You Know,8 Feb. 1996,8.7,"(5,609)"
174,friends,2,16,The One Where Joey Moves Out,15 Feb. 1996,8.5,"(5,010)"
175,friends,2,17,The One Where Eddie Moves In,22 Feb. 1996,8.1,"(4,925)"
176,friends,2,18,The One Where Dr. Ramoray Dies,21 Mar. 1996,8.3,"(4,930)"
177,friends,2,19,The One Where Eddie Won't Go,28 Mar. 1996,8.4,"(5,056)"
178,friends,2,20,The One Where Old Yeller Dies,4 Apr. 1996,8.0,"(4,797)"
179,friends,2,21,The One with the Bullies,25 Apr. 1996,8.0,"(4,848)"
180,friends,2,22,The One with the Two Parties,2 May 1996,8.9,"(6,024)"
181,friends,2,23,The One with the Chicken Pox,9 May 1996,7.9,"(4,869)"
182,friends,2,24,The One with Barry and Mindy's Wedding,16 May 1996,8.1,"(4,887)"
183,friends,3,1,The One with the Princess Leia Fantasy,19 Sep. 1996,8.3,"(5,046)"
184,friends,3,2,The One Where No One's Ready,26 Sep. 1996,8.9,"(6,759)"
185,friends,3,3,The One with the Jam,3 Oct. 1996,7.9,"(4,807)"
186,friends,3,4,The One with the Metaphorical Tunnel,10 Oct. 1996,7.9,"(4,628)"
187,friends,3,5,The One with Frank Jr.,17 Oct. 1996,8.0,"(4,739)"
188,friends,3,6,The One with the Flashback,31 Oct. 1996,9.0,"(6,183)"
189,friends,3,7,The One with the Race Car Bed,7 Nov. 1996,8.2,"(4,681)"
190,friends,3,8,The One with the Giant Poking Device,14 Nov. 1996,8.2,"(4,702)"
191,friends,3,9,The One with the Football,21 Nov. 1996,8.9,"(6,484)"
192,friends,3,10,The One Where Rachel Quits,12 Dec. 1996,8.0,"(4,719)"
193,friends,3,11,The One Where Chandler Can't Remember Which Sister,9 Jan. 1997,8.4,"(4,875)"
194,friends,3,12,The One with All the Jealousy,16 Jan. 1997,8.1,"(4,622)"
195,friends,3,13,The One Where Monica and Richard Are Just Friends,30 Jan. 1997,8.1,"(4,638)"
196,friends,3,14,The One with Phoebe's Ex-Partner,6 Feb. 1997,7.7,"(4,643)"
197,friends,3,15,The One Where Ross and Rachel Take a Break,13 Feb. 1997,8.4,"(4,965)"
198,friends,3,16,The One with the Morning After,20 Feb. 1997,9.0,"(6,061)"
199,friends,3,17,The One Without the Ski Trip,6 Mar. 1997,8.2,"(4,668)"
200,friends,3,18,The One with the Hypnosis Tape,13 Mar. 1997,8.3,"(4,720)"
201,friends,3,19,The One with the Tiny T-Shirt,27 Mar. 1997,8.0,"(4,551)"
202,friends,3,20,The One with the Dollhouse,10 Apr. 1997,7.9,"(4,516)"
203,friends,3,21,The One with the Chick and the Duck,17 Apr. 1997,8.6,"(4,864)"
204,friends,3,22,The One with the Screamer,24 Apr. 1997,8.1,"(4,591)"
205,friends,3,23,The One with Ross's Thing,1 May 1997,7.9,"(4,516)"
206,friends,3,24,The One with the Ultimate Fighting Champion,8 May 1997,8.0,"(4,710)"
207,friends,3,25,The One at the Beach,15 May 1997,8.7,"(5,207)"
208,friends,4,1,The One with the Jellyfish,25 Sep. 1997,9.0,"(5,910)"
209,friends,4,2,The One with the Cat,2 Oct. 1997,7.9,"(4,608)"
210,friends,4,3,The One with the 'Cuffs,9 Oct. 1997,8.4,"(4,695)"
211,friends,4,4,The One with the Ballroom Dancing,16 Oct. 1997,8.1,"(4,527)"
212,friends,4,5,The One with Joey's New Girlfriend,30 Oct. 1997,8.3,"(4,586)"
213,friends,4,6,The One with the Dirty Girl,6 Nov. 1997,8.4,"(4,694)"
214,friends,4,7,The One Where Chandler Crosses the Line,13 Nov. 1997,8.6,"(4,745)"
215,friends,4,8,The One with Chandler in a Box,20 Nov. 1997,9.0,"(5,896)"
216,friends,4,9,The One Where They're Going to Party!,11 Dec. 1997,7.7,"(4,428)"
217,friends,4,10,The One with the Girl from Poughkeepsie,18 Dec. 1997,7.9,"(4,407)"
218,friends,4,11,The One with Phoebe's Uterus,8 Jan. 1998,8.4,"(4,751)"
219,friends,4,12,The One with the Embryos,15 Jan. 1998,9.4,"(8,660)"
220,friends,4,13,The One with Rachel's Crush,29 Jan. 1998,8.1,"(4,380)"
221,friends,4,14,The One with Joey's Dirty Day,5 Feb. 1998,8.1,"(4,422)"
222,friends,4,15,The One with All the Rugby,26 Feb. 1998,8.4,"(4,623)"
223,friends,4,16,The One with the Fake Party,19 Mar. 1998,8.1,"(4,465)"
224,friends,4,17,The One with the Free Porn,26 Mar. 1998,8.5,"(4,612)"
225,friends,4,18,The One with Rachel's New Dress,2 Apr. 1998,8.1,"(4,379)"
226,friends,4,19,The One with All the Haste,9 Apr. 1998,8.6,"(4,615)"
227,friends,4,20,The One with All the Wedding Dresses,16 Apr. 1998,8.4,"(4,522)"
228,friends,4,21,The One with the Invitation,23 Apr. 1998,6.9,"(4,867)"
229,friends,4,22,The One with the Worst Best Man Ever,30 Apr. 1998,8.3,"(4,424)"
230,friends,4,23,The One with Ross's Wedding: Part 1,7 May 1998,8.6,"(4,833)"
231,friends,4,24,The One with Ross's Wedding: Part 2,7 May 1998,9.1,"(6,017)"
232,friends,5,1,The One After Ross Says Rachel,24 Sep. 1998,8.8,"(5,139)"
233,friends,5,2,The One with All the Kissing,1 Oct. 1998,8.9,"(5,274)"
234,friends,5,3,The One Hundredth,8 Oct. 1998,8.7,"(4,844)"
235,friends,5,4,The One Where Phoebe Hates PBS,18 Oct. 1998,8.1,"(4,339)"
236,friends,5,5,The One with the Kips,29 Oct. 1998,8.6,"(4,668)"
237,friends,5,6,The One with the Yeti,5 Nov. 1998,7.9,"(4,325)"
238,friends,5,7,The One Where Ross Moves In,12 Nov. 1998,8.2,"(4,392)"
239,friends,5,8,The One with All the Thanksgivings,19 Nov. 1998,9.0,"(6,020)"
240,friends,5,9,The One with Ross's Sandwich,10 Dec. 1998,9.0,"(5,577)"
241,friends,5,10,The One with the Inappropriate Sister,17 Dec. 1998,8.0,"(4,314)"
242,friends,5,11,The One with All the Resolutions,7 Jan. 1999,9.0,"(5,437)"
243,friends,5,12,The One with Chandler's Work Laugh,21 Jan. 1999,8.1,"(4,293)"
244,friends,5,13,The One with Joey's Bag,4 Feb. 1999,7.9,"(4,292)"
245,friends,5,14,The One Where Everybody Finds Out,11 Feb. 1999,9.7,"(11,793)"
246,friends,5,15,The One with the Girl Who Hits Joey,18 Feb. 1999,8.4,"(4,519)"
247,friends,5,16,The One with the Cop,25 Feb. 1999,8.5,"(4,653)"
248,friends,5,17,The One with Rachel's Inadvertent Kiss,18 Mar. 1999,8.4,"(4,334)"
249,friends,5,18,The One Where Rachel Smokes,8 Apr. 1999,7.8,"(4,212)"
250,friends,5,19,The One Where Ross Can't Flirt,22 Apr. 1999,8.6,"(4,659)"
251,friends,5,20,The One with the Ride Along,29 Apr. 1999,8.1,"(4,205)"
252,friends,5,21,The One with the Ball,6 May 1999,8.3,"(4,367)"
253,friends,5,22,The One with Joey's Big Break,11 May 1999,8.1,"(4,166)"
254,friends,5,23,The One in Vegas: Part 1,20 May 1999,8.7,"(4,730)"
255,friends,5,24,The One in Vegas: Part 2,20 May 1999,9.0,"(5,364)"
256,friends,6,1,The One After Vegas,23 Sep. 1999,8.6,"(4,631)"
257,friends,6,2,The One Where Ross Hugs Rachel,30 Sep. 1999,8.1,"(4,194)"
258,friends,6,3,The One with Ross's Denial,7 Oct. 1999,8.0,"(4,136)"
259,friends,6,4,The One Where Joey Loses His Insurance,14 Oct. 1999,8.4,"(4,327)"
260,friends,6,5,The One with Joey's Porsche,21 Oct. 1999,8.0,"(4,211)"
261,friends,6,6,The One on the Last Night,4 Nov. 1999,8.4,"(4,268)"
262,friends,6,7,The One Where Phoebe Runs,11 Nov. 1999,8.2,"(4,281)"
263,friends,6,8,The One with Ross' Teeth,18 Nov. 1999,8.3,"(4,451)"
264,friends,6,9,The One Where Ross Got High,25 Nov. 1999,9.1,"(6,035)"
265,friends,6,10,The One with the Routine,16 Dec. 1999,8.5,"(4,587)"
266,friends,6,11,The One with the Apothecary Table,6 Jan. 2000,7.9,"(4,185)"
267,friends,6,12,The One with the Joke,13 Jan. 2000,7.9,"(4,118)"
268,friends,6,13,The One with Rachel's Sister,3 Feb. 2000,8.1,"(4,288)"
269,friends,6,14,The One Where Chandler Can't Cry,10 Feb. 2000,8.4,"(4,346)"
270,friends,6,15,The One That Could Have Been,17 Feb. 2000,8.4,"(4,486)"
271,friends,6,16,The One That Could Have Been,17 Feb. 2000,8.4,"(4,395)"
272,friends,6,17,The One with Unagi,24 Feb. 2000,9.0,"(5,917)"
273,friends,6,18,The One Where Ross Dates a Student,9 Mar. 2000,8.2,"(4,158)"
274,friends,6,19,The One with Joey's Fridge,23 Mar. 2000,8.2,"(4,220)"
275,friends,6,20,The One with Mac and C.H.E.E.S.E.,13 Apr. 2000,7.2,"(4,469)"
276,friends,6,21,The One Where Ross Meets Elizabeth's Dad,27 Apr. 2000,8.5,"(4,426)"
277,friends,6,22,The One Where Paul's the Man,4 May 2000,8.9,"(5,081)"
278,friends,6,23,The One with the Ring,11 May 2000,8.5,"(4,289)"
279,friends,6,24,The One with the Proposal,18 May 2000,8.6,"(4,436)"
280,friends,6,25,The One with the Proposal,18 May 2000,9.2,"(6,065)"
281,friends,7,1,The One with Monica's Thunder,12 Oct. 2000,8.3,"(4,401)"
282,friends,7,2,The One with Rachel's Book,12 Oct. 2000,8.2,"(4,089)"
283,friends,7,3,The One with Phoebe's Cookies,19 Oct. 2000,8.0,"(4,066)"
284,friends,7,4,The One with Rachel's Assistant,26 Oct. 2000,7.9,"(4,088)"
285,friends,7,5,The One with the Engagement Picture,2 Nov. 2000,7.9,"(4,047)"
286,friends,7,6,The One with the Nap Partners,9 Nov. 2000,8.8,"(4,825)"
287,friends,7,7,The One with Ross's Library Book,16 Nov. 2000,8.4,"(4,143)"
288,friends,7,8,The One Where Chandler Doesn't Like Dogs,23 Nov. 2000,8.0,"(4,037)"
289,friends,7,9,The One with All the Candy,7 Dec. 2000,8.0,"(4,002)"
290,friends,7,10,The One with the Holiday Armadillo,14 Dec. 2000,8.4,"(4,421)"
291,friends,7,11,The One with All the Cheesecakes,4 Jan. 2001,8.4,"(4,286)"
292,friends,7,12,The One Where They're Up All Night,11 Jan. 2001,8.5,"(4,353)"
293,friends,7,13,The One Where Rosita Dies,1 Feb. 2001,8.3,"(4,101)"
294,friends,7,14,The One Where They All Turn Thirty,8 Feb. 2001,8.5,"(4,348)"
295,friends,7,15,The One with Joey's New Brain,15 Feb. 2001,8.3,"(4,204)"
296,friends,7,16,The One with the Truth About London,22 Feb. 2001,8.6,"(4,376)"
297,friends,7,17,The One with the Cheap Wedding Dress,15 Mar. 2001,8.2,"(4,021)"
298,friends,7,18,The One with Joey's Award,29 Mar. 2001,8.3,"(4,080)"
299,friends,7,19,The One with Ross and Monica's Cousin,19 Apr. 2001,8.6,"(4,534)"
300,friends,7,20,The One with Rachel's Big Kiss,26 Apr. 2001,8.2,"(4,198)"
301,friends,7,21,The One with the Vows,3 May 2001,7.2,"(4,099)"
302,friends,7,22,The One with Chandler's Dad,10 May 2001,8.2,"(4,133)"
303,friends,7,23,The One with Monica and Chandler's Wedding: Part 1,17 May 2001,8.7,"(4,616)"
304,friends,7,24,The One with Monica and Chandler's Wedding: Part 2,17 May 2001,9.1,"(5,219)"
305,friends,8,1,The One After I Do,27 Sep. 2001,8.6,"(4,396)"
306,friends,8,2,The One with the Red Sweater,4 Oct. 2001,9.0,"(5,108)"
307,friends,8,3,The One Where Rachel Tells...,11 Oct. 2001,8.6,"(4,164)"
308,friends,8,4,The One with the Videotape,18 Oct. 2001,9.2,"(5,940)"
309,friends,8,5,The One with Rachel's Date,25 Oct. 2001,8.0,"(3,991)"
310,friends,8,6,The One with the Halloween Party,1 Nov. 2001,8.4,"(4,348)"
311,friends,8,7,The One with the Stain,8 Nov. 2001,7.7,"(4,049)"
312,friends,8,8,The One with the Stripper,15 Nov. 2001,8.6,"(4,523)"
313,friends,8,9,The One with the Rumor,22 Nov. 2001,9.2,"(7,286)"
314,friends,8,10,The One with Monica's Boots,6 Dec. 2001,7.9,"(4,040)"
315,friends,8,11,The One with Ross's Step Forward,13 Dec. 2001,7.9,"(3,881)"
316,friends,8,12,The One Where Joey Dates Rachel,10 Jan. 2002,8.4,"(4,229)"
317,friends,8,13,The One Where Chandler Takes a Bath,17 Jan. 2002,8.4,"(4,112)"
318,friends,8,14,The One with the Secret Closet,31 Jan. 2002,8.1,"(3,898)"
319,friends,8,15,The One with the Birthing Video,7 Feb. 2002,8.2,"(3,883)"
320,friends,8,16,The One Where Joey Tells Rachel,28 Feb. 2002,8.2,"(3,954)"
321,friends,8,17,The One with the Tea Leaves,7 Mar. 2002,7.9,"(3,895)"
322,friends,8,18,The One in Massapequa,28 Mar. 2002,8.1,"(3,949)"
323,friends,8,19,The One with Joey's Interview,4 Apr. 2002,7.2,"(4,068)"
324,friends,8,20,The One with the Baby Shower,25 Apr. 2002,8.1,"(3,945)"
325,friends,8,21,The One with the Cooking Class,2 May 2002,8.0,"(3,930)"
