,show,season,episode_number,title,airdate,rating,total_votes
1348,better_call_saul,1,2,Mijo,9 Feb. 2015,8.9,"(18,668)"
1349,better_call_saul,1,3,Nacho,16 Feb. 2015,8.7,"(15,847)"
1350,better_call_saul,1,4,Hero,23 Feb. 2015,8.4,"(14,320)"
1351,better_call_saul,1,5,Alpine Shepherd Boy,2 Mar. 2015,8.0,"(13,837)"
1352,better_call_saul,1,6,Five-O,9 Mar. 2015,9.4,"(21,652)"
1353,better_call_saul,1,7,Bingo,16 Mar. 2015,8.6,"(13,203)"
1354,better_call_saul,1,8,RICO,23 Mar. 2015,8.7,"(12,927)"
1355,better_call_saul,1,9,Pimento,30 Mar. 2015,9.4,"(17,504)"
1356,better_call_saul,1,10,Marco,6 Apr. 2015,8.6,"(13,735)"
1357,better_call_saul,2,1,Switch,15 Feb. 2016,8.2,"(11,781)"
1358,better_call_saul,2,2,Cobbler,22 Feb. 2016,8.5,"(10,903)"
1359,better_call_saul,2,3,Amarillo,29 Feb. 2016,8.2,"(10,454)"
1360,better_call_saul,2,4,Gloves Off,7 Mar. 2016,8.9,"(11,340)"
1361,better_call_saul,2,5,Rebecca,14 Mar. 2016,8.0,"(10,368)"
1362,better_call_saul,2,6,Bali Ha'i,21 Mar. 2016,8.4,"(10,163)"
1363,better_call_saul,2,7,Inflatable,28 Mar. 2016,8.4,"(10,063)"
1364,better_call_saul,2,8,Fifi,4 Apr. 2016,8.3,"(9,935)"
1365,better_call_saul,2,9,Nailed,11 Apr. 2016,9.3,"(12,506)"
1366,better_call_saul,2,10,Klick,18 Apr. 2016,9.0,"(11,388)"
1367,better_call_saul,3,1,Mabel,10 Apr. 2017,8.1,"(10,879)"
1368,better_call_saul,3,2,Witness,17 Apr. 2017,9.0,"(11,432)"
1369,better_call_saul,3,3,Sunk Costs,24 Apr. 2017,8.5,"(9,986)"
1370,better_call_saul,3,4,Sabrosito,1 May 2017,8.9,"(10,830)"
1371,better_call_saul,3,5,Chicanery,8 May 2017,9.7,"(22,971)"
1372,better_call_saul,3,6,Off Brand,15 May 2017,8.5,"(9,821)"
1373,better_call_saul,3,7,Expenses,22 May 2017,8.2,"(9,566)"
1374,better_call_saul,3,8,Slip,5 Jun. 2017,8.5,"(9,512)"
1375,better_call_saul,3,9,Fall,12 Jun. 2017,8.8,"(9,956)"
1376,better_call_saul,3,10,Lantern,19 Jun. 2017,9.2,"(12,338)"
1377,better_call_saul,4,1,Smoke,6 Aug. 2018,8.2,"(10,258)"
1378,better_call_saul,4,2,Breathe,13 Aug. 2018,8.8,"(10,331)"
1379,better_call_saul,4,3,Something Beautiful,20 Aug. 2018,8.5,"(9,459)"
1380,better_call_saul,4,4,Talk,27 Aug. 2018,8.2,"(9,329)"
1381,better_call_saul,4,5,Quite a Ride,3 Sep. 2018,8.5,"(9,427)"
1382,better_call_saul,4,6,Piñata,10 Sep. 2018,8.5,"(9,295)"
1383,better_call_saul,4,7,Something Stupid,17 Sep. 2018,8.3,"(9,250)"
1384,better_call_saul,4,8,Coushatta,24 Sep. 2018,8.8,"(9,927)"
1385,better_call_saul,4,9,Wiedersehen,1 Oct. 2018,9.1,"(10,332)"
1386,better_call_saul,4,10,Winner,8 Oct. 2018,9.5,"(15,196)"
1387,better_call_saul,5,1,Magic Man,23 Feb. 2020,8.7,"(11,701)"
1388,better_call_saul,5,2,50% Off,24 Feb. 2020,8.7,"(11,090)"
1389,better_call_saul,5,3,The Guy for This,2 Mar. 2020,9.0,"(11,671)"
1390,better_call_saul,5,4,Namaste,9 Mar. 2020,8.5,"(10,423)"
1391,better_call_saul,5,5,Dedicado a Max,16 Mar. 2020,8.5,"(10,597)"
1392,better_call_saul,5,6,Wexler v. Goodman,23 Mar. 2020,9.3,"(13,490)"
1393,better_call_saul,5,7,JMM,30 Mar. 2020,9.0,"(12,202)"
1394,better_call_saul,5,8,Bagman,6 Apr. 2020,9.7,"(23,007)"
1395,better_call_saul,5,9,Bad Choice Road,13 Apr. 2020,9.7,"(22,869)"
1396,better_call_saul,5,10,Something Unforgivable,20 Apr. 2020,9.3,"(16,174)"
1397,better_call_saul,6,1,Wine and Roses,18 Apr. 2022,8.8,"(16,777)"
1398,better_call_saul,6,2,Carrot and Stick,18 Apr. 2022,9.1,"(16,906)"
1399,better_call_saul,6,3,Rock and Hard Place,25 Apr. 2022,9.7,"(27,660)"
1400,better_call_saul,6,4,Hit and Run,2 May 2022,8.6,"(14,803)"
1401,better_call_saul,6,5,Black and Blue,9 May 2022,8.1,"(14,298)"
1402,better_call_saul,6,6,Axe and Grind,16 May 2022,8.2,"(13,930)"
1403,better_call_saul,6,7,Plan and Execution,23 May 2022,9.9,"(46,612)"
1404,better_call_saul,6,8,Point and Shoot,11 Jul. 2022,9.7,"(33,364)"
1405,better_call_saul,6,9,Fun and Games,18 Jul. 2022,9.4,"(21,846)"
1406,better_call_saul,6,10,Nippy,25 Jul. 2022,8.5,"(21,097)"
1407,better_call_saul,6,11,Breaking Bad,1 Aug. 2022,9.0,"(22,617)"
1408,better_call_saul,6,12,Waterworks,8 Aug. 2022,9.5,"(24,152)"
1409,better_call_saul,6,13,Saul Gone,15 Aug. 2022,9.8,"(47,853)"
1410,rick_and_morty,1,1,Pilot,2 Dec. 2013,7.9,"(15,317)"
1411,rick_and_morty,1,2,Lawnmower Dog,9 Dec. 2013,8.7,"(15,290)"
1412,rick_and_morty,1,3,Anatomy Park,16 Dec. 2013,8.3,"(13,946)"
1413,rick_and_morty,1,4,M. Night Shaym-Aliens!,13 Jan. 2014,8.7,"(14,049)"
1414,rick_and_morty,1,5,Meeseeks and Destroy,20 Jan. 2014,9.0,"(15,640)"
1415,rick_and_morty,1,6,Rick Potion #9,27 Jan. 2014,9.0,"(15,413)"
1416,rick_and_morty,1,7,Raising Gazorpazorp,10 Mar. 2014,7.9,"(12,912)"
1417,rick_and_morty,1,8,Rixty Minutes,17 Mar. 2014,8.7,"(14,240)"
1418,rick_and_morty,1,9,Something Ricked This Way Comes,24 Mar. 2014,8.4,"(12,776)"
1419,rick_and_morty,1,10,Close Rick-counters of the Rick Kind,7 Apr. 2014,9.3,"(16,025)"
1420,rick_and_morty,1,11,Ricksy Business,14 Apr. 2014,8.4,"(12,412)"
1421,rick_and_morty,2,1,A Rickle in Time,26 Jul. 2015,8.8,"(13,923)"
1422,rick_and_morty,2,2,Mortynight Run,2 Aug. 2015,8.8,"(13,148)"
1423,rick_and_morty,2,3,Auto Erotic Assimilation,9 Aug. 2015,8.5,"(12,890)"
1424,rick_and_morty,2,4,Total Rickall,16 Aug. 2015,9.5,"(18,630)"
1425,rick_and_morty,2,5,Get Schwifty,23 Aug. 2015,8.2,"(12,849)"
1426,rick_and_morty,2,6,The Ricks Must Be Crazy,30 Aug. 2015,9.3,"(15,193)"
1427,rick_and_morty,2,7,Big Trouble in Little Sanchez,13 Sep. 2015,8.4,"(11,968)"
1428,rick_and_morty,2,8,Interdimensional Cable 2: Tempting Fate,20 Sep. 2015,7.6,"(12,439)"
1429,rick_and_morty,2,9,Look Who's Purging Now,27 Sep. 2015,8.5,"(12,415)"
1430,rick_and_morty,2,10,The Wedding Squanchers,4 Oct. 2015,9.3,"(15,143)"
1431,rick_and_morty,3,1,The Rickshank Rickdemption,1 Apr. 2017,9.6,"(22,025)"
1432,rick_and_morty,3,2,Rickmancing the Stone,30 Jul. 2017,8.1,"(12,964)"
1433,rick_and_morty,3,3,Pickle Rick,6 Aug. 2017,9.3,"(19,642)"
1434,rick_and_morty,3,4,Vindicators 3: The Return of Worldender,13 Aug. 2017,8.1,"(12,711)"
1435,rick_and_morty,3,5,The Whirly Dirly Conspiracy,20 Aug. 2017,8.4,"(12,067)"
1436,rick_and_morty,3,6,Rest and Ricklaxation,27 Aug. 2017,8.9,"(13,059)"
1437,rick_and_morty,3,7,The Ricklantis Mixup,10 Sep. 2017,9.8,"(32,858)"
1438,rick_and_morty,3,8,Morty's Mind Blowers,17 Sep. 2017,8.9,"(12,644)"
1439,rick_and_morty,3,9,The ABCs of Beth,24 Sep. 2017,7.9,"(10,857)"
1440,rick_and_morty,3,10,The Rickchurian Mortydate,1 Oct. 2017,8.2,"(11,079)"
1441,rick_and_morty,4,1,Edge of Tomorty: Rick Die Rickpeat,10 Nov. 2019,8.9,"(14,263)"
1442,rick_and_morty,4,2,The Old Man and the Seat,17 Nov. 2019,8.2,"(12,458)"
1443,rick_and_morty,4,3,One Crew over the Crewcoo's Morty,24 Nov. 2019,8.3,"(12,110)"
1444,rick_and_morty,4,4,Claw and Hoarder: Special Ricktim's Morty,8 Dec. 2019,7.3,"(12,170)"
1445,rick_and_morty,4,5,Rattlestar Ricklactica,15 Dec. 2019,8.8,"(11,705)"
1446,rick_and_morty,4,6,Never Ricking Morty,3 May 2020,8.0,"(11,119)"
1447,rick_and_morty,4,7,Promortyus,10 May 2020,8.0,"(9,285)"
1448,rick_and_morty,4,8,The Vat of Acid Episode,17 May 2020,9.4,"(14,196)"
1449,rick_and_morty,4,9,Childrick of Mort,24 May 2020,7.7,"(8,839)"
1450,rick_and_morty,4,10,Star Mort Rickturn of the Jerri,31 May 2020,9.1,"(10,381)"
1451,rick_and_morty,5,1,Mort Dinner Rick Andre,20 Jun. 2021,9.0,"(13,426)"
1452,rick_and_morty,5,2,Mortyplicity,27 Jun. 2021,8.7,"(11,715)"
1453,rick_and_morty,5,3,A Rickconvenient Mort,4 Jul. 2021,7.8,"(10,974)"
1454,rick_and_morty,5,4,Rickdependence Spray,11 Jul. 2021,5.7,"(12,669)"
1455,rick_and_morty,5,5,Amortycan Grickfitti,18 Jul. 2021,7.0,"(8,760)"
1456,rick_and_morty,5,6,Rick & Morty's Thanksploitation Spectacular,25 Jul. 2021,7.1,"(8,626)"
1457,rick_and_morty,5,7,Gotron Jerrysis Rickvangelion,1 Aug. 2021,6.4,"(8,404)"
1458,rick_and_morty,5,8,Rickternal Friendshine of the Spotless Mort,8 Aug. 2021,8.2,"(8,451)"
1459,rick_and_morty,5,9,Forgetting Sarick Mortshall,5 Sep. 2021,8.3,"(7,242)"
1460,rick_and_morty,5,10,Rickmurai Jack,5 Sep. 2021,9.3,"(11,560)"
1461,westworld,1,1,The Original,2 Oct. 2016,8.8,"(23,301)"
1462,westworld,1,2,Chestnut,9 Oct. 2016,8.5,"(17,693)"
1463,westworld,1,3,The Stray,16 Oct. 2016,8.2,"(16,167)"
1464,westworld,1,4,Dissonance Theory,23 Oct. 2016,8.6,"(16,131)"
1465,westworld,1,5,Contrapasso,30 Oct. 2016,8.6,"(15,406)"
1466,westworld,1,6,The Adversary,6 Nov. 2016,8.8,"(15,588)"
1467,westworld,1,7,Trompe L'Oeil,13 Nov. 2016,9.4,"(20,928)"
1468,westworld,1,8,Trace Decay,20 Nov. 2016,8.7,"(14,683)"
1469,westworld,1,9,The Well-Tempered Clavier,27 Nov. 2016,9.3,"(19,192)"
1470,westworld,1,10,The Bicameral Mind,4 Dec. 2016,9.7,"(30,949)"
1471,westworld,2,1,Journey into Night,22 Apr. 2018,8.1,"(13,292)"
1472,westworld,2,2,Reunion,29 Apr. 2018,8.0,"(11,383)"
1473,westworld,2,3,Virtù e Fortuna,6 May 2018,7.9,"(10,647)"
1474,westworld,2,4,The Riddle of the Sphinx,13 May 2018,8.9,"(13,918)"
1475,westworld,2,5,Akane No Mai,20 May 2018,7.8,"(11,598)"
1476,westworld,2,6,Phase Space,27 May 2018,8.0,"(9,968)"
1477,westworld,2,7,Les Écorchés,3 Jun. 2018,8.5,"(10,991)"
1478,westworld,2,8,Kiksuya,10 Jun. 2018,9.2,"(18,288)"
1479,westworld,2,9,Vanishing Point,17 Jun. 2018,8.7,"(10,928)"
1480,westworld,2,10,The Passenger,24 Jun. 2018,8.7,"(12,389)"
1481,westworld,3,1,Parce Domine,15 Mar. 2020,8.2,"(11,277)"
1482,westworld,3,2,The Winter Line,22 Mar. 2020,8.2,"(9,186)"
1483,westworld,3,3,The Absence of Field,29 Mar. 2020,8.1,"(8,677)"
1484,westworld,3,4,The Mother of Exiles,5 Apr. 2020,8.7,"(9,973)"
1485,westworld,3,5,Genre,12 Apr. 2020,7.9,"(9,403)"
1486,westworld,3,6,Decoherence,19 Apr. 2020,8.2,"(8,221)"
1487,westworld,3,7,Passed Pawn,26 Apr. 2020,7.8,"(7,752)"
1488,westworld,3,8,Crisis Theory,3 May 2020,7.2,"(9,543)"
1489,westworld,4,1,The Auguries,26 Jun. 2022,7.2,"(4,854)"
1490,westworld,4,2,Well Enough Alone,3 Jul. 2022,7.6,"(4,033)"
1491,westworld,4,3,Années Folles,10 Jul. 2022,8.2,"(4,184)"
1492,westworld,4,4,Generation Loss,17 Jul. 2022,8.7,"(5,345)"
1493,westworld,4,5,Zhuangzi,24 Jul. 2022,8.6,"(4,478)"
1494,westworld,4,6,Fidelity,31 Jul. 2022,8.2,"(3,750)"
1495,westworld,4,7,Metanoia,7 Aug. 2022,8.3,"(3,770)"
1496,westworld,4,8,"Que Será, Será",14 Aug. 2022,7.0,"(4,327)"
1497,house_md,1,1,Pilot,16 Nov. 2004,8.5,"(5,351)"
1498,house_md,1,2,Paternity,23 Nov. 2004,8.1,"(3,879)"
1499,house_md,1,3,Occam's Razor,30 Nov. 2004,8.2,"(3,651)"
1500,house_md,1,4,Maternity,7 Dec. 2004,8.3,"(3,544)"
1501,house_md,1,5,Damned If You Do,14 Dec. 2004,8.1,"(3,417)"
1502,house_md,1,6,The Socratic Method,21 Dec. 2004,8.4,"(3,374)"
1503,house_md,1,7,Fidelity,28 Dec. 2004,8.1,"(3,271)"
1504,house_md,1,8,Poison,25 Jan. 2005,8.0,"(3,123)"
1505,house_md,1,9,DNR,1 Feb. 2005,8.7,"(3,580)"
1506,house_md,1,10,Histories,8 Feb. 2005,8.4,"(3,256)"
1507,house_md,1,11,Detox,15 Feb. 2005,8.7,"(3,344)"
1508,house_md,1,12,Sports Medicine,22 Feb. 2005,7.9,"(2,922)"
1509,house_md,1,13,Cursed,1 Mar. 2005,8.1,"(2,955)"
1510,house_md,1,14,Control,15 Mar. 2005,8.6,"(3,164)"
1511,house_md,1,15,Mob Rules,22 Mar. 2005,8.0,"(2,857)"
1512,house_md,1,16,Heavy,29 Mar. 2005,8.3,"(2,842)"
1513,house_md,1,17,Role Model,12 Apr. 2005,8.5,"(2,963)"
1514,house_md,1,18,Babies & Bathwater,19 Apr. 2005,8.8,"(3,243)"
1515,house_md,1,19,Kids,3 May 2005,8.3,"(2,899)"
1516,house_md,1,20,Love Hurts,10 May 2005,8.2,"(2,930)"
1517,house_md,1,21,Three Stories,17 May 2005,9.6,"(7,696)"
1518,house_md,1,22,Honeymoon,24 May 2005,8.6,"(3,090)"
1519,house_md,2,1,Acceptance,13 Sep. 2005,8.4,"(2,976)"
1520,house_md,2,2,Autopsy,20 Sep. 2005,9.2,"(4,366)"
1521,house_md,2,3,Humpty Dumpty,27 Sep. 2005,7.9,"(2,692)"
1522,house_md,2,4,TB or Not TB,1 Nov. 2005,8.0,"(2,713)"
1523,house_md,2,5,Daddy's Boy,8 Nov. 2005,8.1,"(2,659)"
1524,house_md,2,6,Spin,15 Nov. 2005,7.8,"(2,590)"
1525,house_md,2,7,Hunting,22 Nov. 2005,8.3,"(2,648)"
1526,house_md,2,8,The Mistake,29 Nov. 2005,8.8,"(3,073)"
1527,house_md,2,9,Deception,13 Dec. 2005,8.4,"(2,611)"
1528,house_md,2,10,Failure to Communicate,10 Jan. 2006,8.5,"(2,673)"
1529,house_md,2,11,Need to Know,7 Feb. 2006,8.1,"(2,550)"
1530,house_md,2,12,Distractions,14 Feb. 2006,8.5,"(2,650)"
1531,house_md,2,13,Skin Deep,20 Feb. 2006,8.6,"(2,946)"
1532,house_md,2,14,Sex Kills,7 Mar. 2006,8.4,"(2,609)"
1533,house_md,2,15,Clueless,28 Mar. 2006,8.5,"(2,609)"
1534,house_md,2,16,Safe,4 Apr. 2006,8.7,"(2,873)"
1535,house_md,2,17,All In,11 Apr. 2006,8.9,"(3,287)"
1536,house_md,2,18,Sleeping Dogs Lie,18 Apr. 2006,8.1,"(2,529)"
1537,house_md,2,19,House vs. God,25 Apr. 2006,8.5,"(2,869)"
1538,house_md,2,20,Euphoria: Part 1,2 May 2006,9.1,"(3,532)"
1539,house_md,2,21,Euphoria: Part 2,3 May 2006,9.2,"(3,883)"
1540,house_md,2,22,Forever,9 May 2006,8.0,"(2,466)"
1541,house_md,2,23,Who's Your Daddy?,16 May 2006,7.7,"(2,500)"
1542,house_md,2,24,No Reason,23 May 2006,9.4,"(5,115)"
1543,house_md,3,1,Meaning,5 Sep. 2006,8.8,"(3,195)"
1544,house_md,3,2,Cane and Able,12 Sep. 2006,8.3,"(2,603)"
1545,house_md,3,3,Informed Consent,19 Sep. 2006,8.5,"(2,733)"
1546,house_md,3,4,Lines in the Sand,26 Sep. 2006,8.9,"(3,320)"
1547,house_md,3,5,Fools for Love,31 Oct. 2006,8.3,"(2,473)"
1548,house_md,3,6,Que Será Será,7 Nov. 2006,8.1,"(2,510)"
1549,house_md,3,7,Son of Coma Guy,14 Nov. 2006,8.8,"(3,127)"
1550,house_md,3,8,Whac-A-Mole,21 Nov. 2006,8.0,"(2,391)"
1551,house_md,3,9,Finding Judas,28 Nov. 2006,8.4,"(2,488)"
1552,house_md,3,10,Merry Little Christmas,12 Dec. 2006,8.6,"(2,619)"
1553,house_md,3,11,Words and Deeds,9 Jan. 2007,8.5,"(2,582)"
1554,house_md,3,12,"One Day, One Room",30 Jan. 2007,9.0,"(5,333)"
1555,house_md,3,13,Needle in a Haystack,6 Feb. 2007,7.9,"(2,424)"
1556,house_md,3,14,Insensitive,13 Feb. 2007,8.7,"(2,767)"
1557,house_md,3,15,Half-Wit,6 Mar. 2007,9.0,"(3,442)"
1558,house_md,3,16,Top Secret,27 Mar. 2007,8.0,"(2,425)"
1559,house_md,3,17,Fetal Position,3 Apr. 2007,8.4,"(2,631)"
1560,house_md,3,18,Airborne,10 Apr. 2007,9.0,"(3,199)"
1561,house_md,3,19,Act Your Age,17 Apr. 2007,8.1,"(2,369)"
1562,house_md,3,20,House Training,24 Apr. 2007,8.2,"(2,427)"
1563,house_md,3,21,Family,1 May 2007,8.3,"(2,346)"
1564,house_md,3,22,Resignation,8 May 2007,8.3,"(2,381)"
1565,house_md,3,23,The Jerk,15 May 2007,8.4,"(2,445)"
1566,house_md,3,24,Human Error,29 May 2007,8.8,"(2,959)"
1567,house_md,4,1,Alone,25 Sep. 2007,8.9,"(3,290)"
1568,house_md,4,2,The Right Stuff,2 Oct. 2007,8.8,"(2,897)"
1569,house_md,4,3,97 Seconds,9 Oct. 2007,8.7,"(2,712)"
1570,house_md,4,4,Guardian Angels,23 Oct. 2007,8.4,"(2,459)"
1571,house_md,4,5,Mirror Mirror,30 Oct. 2007,8.8,"(2,838)"
1572,house_md,4,6,Whatever It Takes,6 Nov. 2007,8.5,"(2,568)"
1573,house_md,4,7,Ugly,13 Nov. 2007,8.2,"(2,465)"
1574,house_md,4,8,You Don't Want to Know,20 Nov. 2007,8.5,"(2,470)"
1575,house_md,4,9,Games,27 Nov. 2007,8.5,"(2,608)"
1576,house_md,4,10,It's a Wonderful Lie,29 Jan. 2008,8.3,"(2,400)"
1577,house_md,4,11,Frozen,3 Feb. 2008,9.1,"(3,505)"
1578,house_md,4,12,Don't Ever Change,5 Feb. 2008,8.0,"(2,367)"
1579,house_md,4,13,No More Mr. Nice Guy,28 Apr. 2008,8.0,"(2,275)"
1580,house_md,4,14,Living the Dream,5 May 2008,8.2,"(2,359)"
1581,house_md,4,15,House's Head,12 May 2008,9.8,"(9,942)"
1582,house_md,4,16,Wilson's Heart,19 May 2008,9.7,"(9,283)"
1583,house_md,5,1,Dying Changes Everything,16 Sep. 2008,8.3,"(2,630)"
1584,house_md,5,2,Not Cancer,23 Sep. 2008,8.1,"(2,351)"
1585,house_md,5,3,Adverse Events,30 Sep. 2008,8.1,"(2,230)"
1586,house_md,5,4,Birthmarks,14 Oct. 2008,8.9,"(2,943)"
1587,house_md,5,5,Lucky Thirteen,21 Oct. 2008,8.5,"(2,519)"
1588,house_md,5,6,Joy,28 Oct. 2008,8.5,"(2,435)"
1589,house_md,5,7,The Itch,11 Nov. 2008,8.2,"(2,209)"
1590,house_md,5,8,Emancipation,18 Nov. 2008,8.0,"(2,128)"
1591,house_md,5,9,Last Resort,25 Nov. 2008,8.9,"(3,157)"
1592,house_md,5,10,Let Them Eat Cake,2 Dec. 2008,8.2,"(2,188)"
1593,house_md,5,11,Joy to the World,9 Dec. 2008,8.3,"(2,414)"
1594,house_md,5,12,Painless,19 Jan. 2009,8.0,"(2,163)"
1595,house_md,5,13,Big Baby,26 Jan. 2009,7.9,"(2,067)"
1596,house_md,5,14,The Greater Good,2 Feb. 2009,7.9,"(2,066)"
1597,house_md,5,15,Unfaithful,16 Feb. 2009,8.4,"(2,291)"
1598,house_md,5,16,The Softer Side,23 Feb. 2009,8.5,"(2,303)"
1599,house_md,5,17,The Social Contract,9 Mar. 2009,8.6,"(2,383)"
1600,house_md,5,18,Here Kitty,16 Mar. 2009,8.1,"(2,227)"
1601,house_md,5,19,Locked In,30 Mar. 2009,9.1,"(3,493)"
1602,house_md,5,20,Simple Explanation,6 Apr. 2009,9.1,"(3,771)"
1603,house_md,5,21,Saviors,13 Apr. 2009,8.3,"(2,240)"
1604,house_md,5,22,House Divided,27 Apr. 2009,9.1,"(2,986)"
1605,house_md,5,23,Under My Skin,4 May 2009,9.2,"(3,173)"
1606,house_md,5,24,Both Sides Now,11 May 2009,9.6,"(5,258)"
1607,house_md,6,1,Broken,21 Sep. 2009,9.7,"(8,804)"
1608,house_md,6,2,Epic Fail,28 Sep. 2009,8.5,"(2,575)"
1609,house_md,6,3,The Tyrant,5 Oct. 2009,8.9,"(2,929)"
1610,house_md,6,4,Instant Karma,12 Oct. 2009,8.4,"(2,221)"
1611,house_md,6,5,Brave Heart,19 Oct. 2009,8.4,"(2,194)"
1612,house_md,6,6,Known Unknowns,9 Nov. 2009,8.2,"(2,172)"
1613,house_md,6,7,Teamwork,16 Nov. 2009,8.1,"(2,178)"
1614,house_md,6,8,Ignorance Is Bliss,23 Nov. 2009,8.3,"(2,154)"
1615,house_md,6,9,Wilson,30 Nov. 2009,8.8,"(2,793)"
1616,house_md,6,10,The Down Low,11 Jan. 2010,8.8,"(2,711)"
1617,house_md,6,11,Remorse,25 Jan. 2010,8.6,"(2,345)"
1618,house_md,6,12,Moving the Chains,1 Feb. 2010,7.9,"(2,042)"
1619,house_md,6,13,5 to 9,8 Feb. 2010,8.5,"(2,967)"
1620,house_md,6,14,Private Lives,8 Mar. 2010,8.0,"(2,149)"
1621,house_md,6,15,Black Hole,15 Mar. 2010,8.0,"(2,097)"
1622,house_md,6,16,Lockdown,12 Apr. 2010,8.8,"(2,808)"
1623,house_md,6,17,Knight Fall,19 Apr. 2010,7.8,"(2,025)"
1624,house_md,6,18,Open and Shut,26 Apr. 2010,7.8,"(1,997)"
1625,house_md,6,19,The Choice,3 May 2010,8.1,"(2,077)"
1626,house_md,6,20,Baggage,10 May 2010,8.8,"(2,634)"
1627,house_md,6,21,Help Me,17 May 2010,9.5,"(4,787)"
1628,house_md,7,1,Now What?,20 Sep. 2010,8.2,"(2,600)"
1629,house_md,7,2,Selfish,27 Sep. 2010,8.6,"(2,281)"
1630,house_md,7,3,Unwritten,4 Oct. 2010,8.2,"(2,047)"
1631,house_md,7,4,Massage Therapy,11 Oct. 2010,7.8,"(1,941)"
1632,house_md,7,5,Unplanned Parenthood,18 Oct. 2010,8.1,"(2,036)"
1633,house_md,7,6,Office Politics,8 Nov. 2010,8.0,"(1,941)"
1634,house_md,7,7,A Pox on Our House,15 Nov. 2010,8.6,"(2,332)"
1635,house_md,7,8,Small Sacrifices,22 Nov. 2010,7.7,"(1,943)"
1636,house_md,7,9,Larger Than Life,17 Jan. 2011,8.3,"(2,047)"
1637,house_md,7,10,Carrot or Stick,24 Jan. 2011,7.9,"(1,919)"
1638,house_md,7,11,Family Practice,7 Feb. 2011,8.5,"(2,157)"
1639,house_md,7,12,You Must Remember This,14 Feb. 2011,7.8,"(1,895)"
1640,house_md,7,13,Two Stories,21 Feb. 2011,8.8,"(2,935)"
1641,house_md,7,14,Recession Proof,28 Feb. 2011,7.8,"(1,922)"
1642,house_md,7,15,Bombshells,7 Mar. 2011,8.5,"(2,663)"
1643,house_md,7,16,Out of the Chute,14 Mar. 2011,8.8,"(2,677)"
1644,house_md,7,17,Fall from Grace,21 Mar. 2011,8.4,"(2,165)"
1645,house_md,7,18,The Dig,11 Apr. 2011,8.8,"(2,506)"
1646,house_md,7,19,Last Temptation,18 Apr. 2011,8.4,"(2,026)"
1647,house_md,7,20,Changes,2 May 2011,7.8,"(1,803)"
1648,house_md,7,21,The Fix,9 May 2011,7.7,"(1,811)"
1649,house_md,7,22,After Hours,16 May 2011,9.1,"(2,959)"
1650,house_md,7,23,Moving On,23 May 2011,8.4,"(2,636)"
1651,house_md,8,1,Twenty Vicodin,3 Oct. 2011,8.8,"(3,008)"
1652,house_md,8,2,Transplant,10 Oct. 2011,8.1,"(2,145)"
1653,house_md,8,3,Charity Case,17 Oct. 2011,8.1,"(2,074)"
1654,house_md,8,4,Risky Business,31 Oct. 2011,7.8,"(1,919)"
1655,house_md,8,5,The Confession,7 Nov. 2011,8.3,"(1,996)"
1656,house_md,8,6,Parents,14 Nov. 2011,7.9,"(1,813)"
1657,house_md,8,7,Dead & Buried,21 Nov. 2011,8.2,"(1,902)"
1658,house_md,8,8,Perils of Paranoia,28 Nov. 2011,7.8,"(1,851)"
1659,house_md,8,9,Better Half,23 Jan. 2012,8.0,"(1,893)"
1660,house_md,8,10,Runaways,30 Jan. 2012,7.7,"(1,824)"
1661,house_md,8,11,Nobody's Fault,6 Feb. 2012,9.1,"(3,018)"
1662,house_md,8,12,Chase,13 Feb. 2012,8.8,"(2,558)"
1663,house_md,8,13,Man of the House,20 Feb. 2012,8.0,"(1,811)"
1664,house_md,8,14,Love Is Blind,19 Mar. 2012,7.9,"(1,888)"
1665,house_md,8,15,Blowing the Whistle,2 Apr. 2012,7.4,"(1,798)"
1666,house_md,8,16,Gut Check,9 Apr. 2012,7.6,"(1,791)"
1667,house_md,8,17,We Need the Eggs,16 Apr. 2012,7.8,"(1,826)"
1668,house_md,8,18,Body and Soul,23 Apr. 2012,7.9,"(1,947)"
1669,house_md,8,19,The C Word,30 Apr. 2012,9.0,"(2,814)"
1670,house_md,8,20,Post Mortem,7 May 2012,8.7,"(2,194)"
1671,house_md,8,21,Holding On,14 May 2012,9.0,"(2,633)"
1672,house_md,8,22,Everybody Dies,21 May 2012,9.3,"(5,785)"
1673,supernatural,1,1,Pilot,13 Sep. 2005,8.5,"(9,534)"
1674,supernatural,1,2,Wendigo,20 Sep. 2005,7.8,"(7,550)"
1675,supernatural,1,3,Dead in the Water,27 Sep. 2005,7.9,"(6,961)"
1676,supernatural,1,4,Phantom Traveler,4 Oct. 2005,8.0,"(6,609)"
1677,supernatural,1,5,Bloody Mary,11 Oct. 2005,8.3,"(6,752)"
1678,supernatural,1,6,Skin,18 Oct. 2005,8.2,"(6,333)"
1679,supernatural,1,7,Hook Man,25 Oct. 2005,7.8,"(6,147)"
1680,supernatural,1,8,Bugs,8 Nov. 2005,6.8,"(6,629)"
1681,supernatural,1,9,Home,15 Nov. 2005,8.8,"(6,558)"
1682,supernatural,1,10,Asylum,22 Nov. 2005,8.3,"(6,065)"
1683,supernatural,1,11,Scarecrow,10 Jan. 2006,8.6,"(6,274)"
1684,supernatural,1,12,Faith,17 Jan. 2006,8.7,"(6,576)"
